SourceType,SourceID,Shielding,PhotonEnergy,CountRate
HEU,1,0,281,6.63656e+00
HEU,1,0,283,6.67238e+00
HEU,1,0,285,6.65221e+00
HEU,1,0,287,6.57801e+00
HEU,1,0,289,6.45704e+00
HEU,1,0,291,6.29542e+00
HEU,1,0,293,6.10023e+00
HEU,1,0,295,5.87653e+00
HEU,1,0,297,5.63250e+00
HEU,1,0,299,5.37218e+00
HEU,1,0,301,5.10456e+00
HEU,1,0,303,4.83484e+00
HEU,1,0,305,4.57124e+00
HEU,1,0,307,4.31968e+00
HEU,1,0,309,4.08662e+00
HEU,1,0,311,3.87971e+00
HEU,1,0,313,3.70191e+00
HEU,1,0,315,3.55746e+00
HEU,1,0,317,3.44936e+00
HEU,1,0,319,3.37879e+00
HEU,1,0,321,3.34636e+00
HEU,1,0,323,3.35112e+00
HEU,1,0,325,3.39213e+00
HEU,1,0,327,3.46516e+00
HEU,1,0,329,3.56745e+00
HEU,1,0,331,3.69279e+00
HEU,1,0,333,3.83442e+00
HEU,1,0,335,3.98494e+00
HEU,1,0,337,4.13486e+00
HEU,1,0,339,4.27484e+00
HEU,1,0,341,4.39691e+00
HEU,1,0,343,4.49170e+00
HEU,1,0,345,4.55304e+00
HEU,1,0,347,4.57711e+00
HEU,1,0,349,4.56277e+00
HEU,1,0,351,4.51173e+00
HEU,1,0,353,4.42832e+00
HEU,1,0,355,4.32008e+00
HEU,1,0,357,4.19654e+00
HEU,1,0,359,4.06684e+00
HEU,1,0,361,3.94186e+00
HEU,1,0,363,3.83177e+00
HEU,1,0,365,3.74278e+00
HEU,1,0,367,3.68164e+00
HEU,1,0,369,3.65196e+00
HEU,1,0,371,3.65366e+00
HEU,1,0,373,3.68395e+00
HEU,1,0,375,3.73849e+00
HEU,1,0,377,3.81087e+00
HEU,1,0,379,3.89247e+00
HEU,1,0,381,3.97550e+00
HEU,1,0,383,4.05114e+00
HEU,1,0,385,4.11037e+00
HEU,1,0,387,4.14873e+00
HEU,1,0,389,4.15980e+00
HEU,1,0,391,4.14194e+00
HEU,1,0,393,4.09417e+00
HEU,1,0,395,4.01781e+00
HEU,1,0,397,3.91664e+00
HEU,1,0,399,3.79457e+00
HEU,1,0,401,3.65781e+00
HEU,1,0,403,3.51111e+00
HEU,1,0,405,3.36070e+00
HEU,1,0,407,3.21101e+00
HEU,1,0,409,3.06732e+00
HEU,1,0,411,2.93204e+00
HEU,1,0,413,2.80783e+00
HEU,1,0,415,2.69595e+00
HEU,1,0,417,2.59670e+00
HEU,1,0,419,2.51003e+00
HEU,1,0,421,2.43590e+00
HEU,1,0,423,2.37174e+00
HEU,1,0,425,2.31847e+00
HEU,1,0,427,2.27380e+00
HEU,1,0,429,2.23643e+00
HEU,1,0,431,2.20588e+00
HEU,1,0,433,2.18131e+00
HEU,1,0,435,2.16096e+00
HEU,1,0,437,2.14466e+00
HEU,1,0,439,2.13132e+00
HEU,1,0,441,2.12045e+00
HEU,1,0,443,2.11185e+00
HEU,1,0,445,2.10427e+00
HEU,1,0,447,2.09771e+00
HEU,1,0,449,2.09131e+00
HEU,1,0,451,2.08561e+00
HEU,1,0,453,2.08061e+00
HEU,1,0,455,2.07566e+00
HEU,1,0,457,2.07143e+00
HEU,1,0,459,2.06973e+00
HEU,1,0,461,2.06908e+00
HEU,1,0,463,2.07195e+00
HEU,1,0,465,2.07944e+00
HEU,1,0,467,2.09299e+00
HEU,1,0,469,2.11363e+00
HEU,1,0,471,2.14351e+00
HEU,1,0,473,2.18411e+00
HEU,1,0,475,2.23691e+00
HEU,1,0,477,2.30385e+00
HEU,1,0,479,2.38574e+00
HEU,1,0,481,2.48408e+00
HEU,1,0,483,2.59911e+00
HEU,1,0,485,2.73045e+00
HEU,1,0,487,2.87709e+00
HEU,1,0,489,3.03846e+00
HEU,1,0,491,3.21027e+00
HEU,1,0,493,3.39062e+00
HEU,1,0,495,3.57474e+00
HEU,1,0,497,3.75737e+00
HEU,1,0,499,3.93504e+00
HEU,1,0,501,4.09818e+00
HEU,1,0,503,4.24445e+00
HEU,1,0,505,4.36864e+00
HEU,1,0,507,4.46406e+00
HEU,1,0,509,4.52867e+00
HEU,1,0,511,4.55859e+00
HEU,1,0,513,4.55291e+00
HEU,1,0,515,4.51164e+00
HEU,1,0,517,4.43667e+00
HEU,1,0,519,4.33144e+00
HEU,1,0,521,4.19826e+00
HEU,1,0,523,4.04338e+00
HEU,1,0,525,3.87357e+00
HEU,1,0,527,3.69380e+00
HEU,1,0,529,3.51099e+00
HEU,1,0,531,3.33125e+00
HEU,1,0,533,3.16245e+00
HEU,1,0,535,3.00643e+00
HEU,1,0,537,2.87319e+00
HEU,1,0,539,2.76213e+00
HEU,1,0,541,2.68012e+00
HEU,1,0,543,2.62797e+00
HEU,1,0,545,2.60677e+00
HEU,1,0,547,2.62047e+00
HEU,1,0,549,2.66625e+00
HEU,1,0,551,2.74517e+00
HEU,1,0,553,2.85796e+00
HEU,1,0,555,2.99922e+00
HEU,1,0,557,3.16850e+00
HEU,1,0,559,3.36287e+00
HEU,1,0,561,3.57611e+00
HEU,1,0,563,3.80791e+00
HEU,1,0,565,4.04761e+00
HEU,1,0,567,4.29231e+00
HEU,1,0,569,4.53509e+00
HEU,1,0,571,4.76813e+00
HEU,1,0,573,4.98558e+00
HEU,1,0,575,5.18086e+00
HEU,1,0,577,5.34627e+00
HEU,1,0,579,5.47894e+00
HEU,1,0,581,5.57195e+00
HEU,1,0,583,5.62245e+00
HEU,1,0,585,5.62936e+00
HEU,1,0,587,5.59080e+00
HEU,1,0,589,5.50831e+00
HEU,1,0,591,5.38383e+00
HEU,1,0,593,5.21988e+00
HEU,1,0,595,5.02406e+00
HEU,1,0,597,4.79868e+00
HEU,1,0,599,4.55185e+00
HEU,1,0,601,4.28807e+00
HEU,1,0,603,4.01568e+00
HEU,1,0,605,3.73994e+00
HEU,1,0,607,3.46759e+00
HEU,1,0,609,3.20134e+00
HEU,1,0,611,2.94749e+00
HEU,1,0,613,2.70959e+00
HEU,1,0,615,2.48925e+00
HEU,1,0,617,2.28882e+00
HEU,1,0,619,2.10713e+00
HEU,1,0,621,1.94766e+00
HEU,1,0,623,1.80802e+00
HEU,1,0,625,1.68616e+00
HEU,1,0,627,1.58319e+00
HEU,1,0,629,1.49575e+00
HEU,1,0,631,1.42210e+00
HEU,1,0,633,1.36183e+00
HEU,1,0,635,1.31232e+00
HEU,1,0,637,1.27091e+00
HEU,1,0,639,1.23782e+00
HEU,1,0,641,1.21199e+00
HEU,1,0,643,1.19013e+00
HEU,1,0,645,1.17265e+00
HEU,1,0,647,1.15836e+00
HEU,1,0,649,1.14659e+00
HEU,1,0,651,1.13765e+00
HEU,1,0,653,1.12930e+00
HEU,1,0,655,1.12264e+00
HEU,1,0,657,1.11745e+00
HEU,1,0,659,1.11288e+00
HEU,1,0,661,1.10940e+00
HEU,1,0,663,1.10652e+00
HEU,1,0,665,1.10526e+00
HEU,1,0,667,1.10391e+00
HEU,1,0,669,1.10635e+00
HEU,1,0,671,1.10730e+00
HEU,1,0,673,1.11150e+00
HEU,1,0,675,1.11765e+00
HEU,1,0,677,1.12526e+00
HEU,1,0,679,1.13575e+00
HEU,1,0,681,1.14869e+00
HEU,1,0,683,1.16435e+00
HEU,1,0,685,1.18320e+00
HEU,1,0,687,1.20521e+00
HEU,1,0,689,1.23070e+00
HEU,1,0,691,1.25951e+00
HEU,1,0,693,1.29219e+00
HEU,1,0,695,1.32810e+00
HEU,1,0,697,1.36721e+00
HEU,1,0,699,1.40980e+00
HEU,1,0,701,1.45473e+00
HEU,1,0,703,1.50229e+00
HEU,1,0,705,1.55167e+00
HEU,1,0,707,1.60241e+00
HEU,1,0,709,1.65333e+00
HEU,1,0,711,1.70468e+00
HEU,1,0,713,1.75441e+00
HEU,1,0,715,1.80284e+00
HEU,1,0,717,1.84849e+00
HEU,1,0,719,1.89086e+00
HEU,1,0,721,1.92917e+00
HEU,1,0,723,1.96303e+00
HEU,1,0,725,1.99110e+00
HEU,1,0,727,2.01405e+00
HEU,1,0,729,2.03071e+00
HEU,1,0,731,2.04150e+00
HEU,1,0,733,2.04608e+00
HEU,1,0,735,2.04461e+00
HEU,1,0,737,2.03751e+00
HEU,1,0,739,2.02511e+00
HEU,1,0,741,2.00795e+00
HEU,1,0,743,1.98639e+00
HEU,1,0,745,1.96115e+00
HEU,1,0,747,1.93293e+00
HEU,1,0,749,1.90221e+00
HEU,1,0,751,1.86939e+00
HEU,1,0,753,1.83526e+00
HEU,1,0,755,1.80086e+00
HEU,1,0,757,1.76559e+00
HEU,1,0,759,1.73049e+00
HEU,1,0,761,1.69573e+00
HEU,1,0,763,1.66111e+00
HEU,1,0,765,1.62770e+00
HEU,1,0,767,1.59441e+00
HEU,1,0,769,1.56189e+00
HEU,1,0,771,1.53008e+00
HEU,1,0,773,1.49903e+00
HEU,1,0,775,1.46834e+00
HEU,1,0,777,1.43827e+00
HEU,1,0,779,1.40865e+00
HEU,1,0,781,1.37898e+00
HEU,1,0,783,1.35053e+00
HEU,1,0,785,1.32190e+00
HEU,1,0,787,1.29365e+00
HEU,1,0,789,1.26647e+00
HEU,1,0,791,1.23945e+00
HEU,1,0,793,1.21324e+00
HEU,1,0,795,1.18837e+00
HEU,1,0,797,1.16434e+00
HEU,1,0,799,1.14190e+00
HEU,1,0,801,1.12082e+00
HEU,1,0,803,1.10196e+00
HEU,1,0,805,1.08462e+00
HEU,1,0,807,1.06950e+00
HEU,1,0,809,1.05688e+00
HEU,1,0,811,1.04651e+00
HEU,1,0,813,1.03907e+00
HEU,1,0,815,1.03418e+00
HEU,1,0,817,1.03202e+00
HEU,1,0,819,1.03263e+00
HEU,1,0,821,1.03589e+00
HEU,1,0,823,1.04217e+00
HEU,1,0,825,1.05015e+00
HEU,1,0,827,1.06126e+00
HEU,1,0,829,1.07417e+00
HEU,1,0,831,1.08884e+00
HEU,1,0,833,1.10533e+00
HEU,1,0,835,1.12284e+00
HEU,1,0,837,1.14124e+00
HEU,1,0,839,1.16030e+00
HEU,1,0,841,1.17926e+00
HEU,1,0,843,1.19793e+00
HEU,1,0,845,1.21590e+00
HEU,1,0,847,1.23270e+00
HEU,1,0,849,1.24787e+00
HEU,1,0,851,1.26099e+00
HEU,1,0,853,1.27227e+00
HEU,1,0,855,1.28075e+00
HEU,1,0,857,1.28657e+00
HEU,1,0,859,1.28943e+00
HEU,1,0,861,1.28892e+00
HEU,1,0,863,1.28568e+00
HEU,1,0,865,1.27911e+00
HEU,1,0,867,1.26936e+00
HEU,1,0,869,1.25685e+00
HEU,1,0,871,1.24129e+00
HEU,1,0,873,1.22343e+00
HEU,1,0,875,1.20303e+00
HEU,1,0,877,1.18075e+00
HEU,1,0,879,1.15649e+00
HEU,1,0,881,1.13116e+00
HEU,1,0,883,1.10480e+00
HEU,1,0,885,1.07737e+00
HEU,1,0,887,1.05008e+00
HEU,1,0,889,1.02245e+00
HEU,1,0,891,9.95074e-01
HEU,1,0,893,9.68376e-01
HEU,1,0,895,9.42503e-01
HEU,1,0,897,9.17361e-01
HEU,1,0,899,8.93397e-01
HEU,1,0,901,8.70746e-01
HEU,1,0,903,8.49727e-01
HEU,1,0,905,8.29828e-01
HEU,1,0,907,8.11800e-01
HEU,1,0,909,7.95152e-01
HEU,1,0,911,7.79975e-01
HEU,1,0,913,7.66604e-01
HEU,1,0,915,7.54492e-01
HEU,1,0,917,7.44124e-01
HEU,1,0,919,7.34873e-01
HEU,1,0,921,7.27060e-01
HEU,1,0,923,7.20662e-01
HEU,1,0,925,7.15708e-01
HEU,1,0,927,7.11600e-01
HEU,1,0,929,7.08738e-01
HEU,1,0,931,7.07231e-01
HEU,1,0,933,7.06672e-01
HEU,1,0,935,7.07146e-01
HEU,1,0,937,7.09102e-01
HEU,1,0,939,7.11490e-01
HEU,1,0,941,7.15218e-01
HEU,1,0,943,7.20284e-01
HEU,1,0,945,7.26163e-01
HEU,1,0,947,7.33077e-01
HEU,1,0,949,7.41228e-01
HEU,1,0,951,7.50439e-01
HEU,1,0,953,7.60626e-01
HEU,1,0,955,7.72073e-01
HEU,1,0,957,7.84533e-01
HEU,1,0,959,7.97840e-01
HEU,1,0,961,8.12228e-01
HEU,1,0,963,8.27648e-01
HEU,1,0,965,8.43410e-01
HEU,1,0,967,8.60247e-01
HEU,1,0,969,8.77377e-01
HEU,1,0,971,8.94858e-01
HEU,1,0,973,9.12723e-01
HEU,1,0,975,9.30216e-01
HEU,1,0,977,9.47795e-01
HEU,1,0,979,9.64642e-01
HEU,1,0,981,9.80852e-01
HEU,1,0,983,9.96135e-01
HEU,1,0,985,1.01035e+00
HEU,1,0,987,1.02287e+00
HEU,1,0,989,1.03392e+00
HEU,1,0,991,1.04301e+00
HEU,1,0,993,1.05034e+00
HEU,1,0,995,1.05544e+00
HEU,1,0,997,1.05788e+00
HEU,1,0,999,1.05845e+00
HEU,1,0,1001,1.05626e+00
HEU,1,0,1003,1.05185e+00
HEU,1,0,1005,1.04478e+00
HEU,1,0,1007,1.03572e+00
HEU,1,0,1009,1.02418e+00
HEU,1,0,1011,1.01046e+00
HEU,1,0,1013,9.95066e-01
HEU,1,0,1015,9.77853e-01
HEU,1,0,1017,9.59278e-01
HEU,1,0,1019,9.39200e-01
HEU,1,0,1021,9.18218e-01
HEU,1,0,1023,8.96556e-01
HEU,1,0,1025,8.74445e-01
HEU,1,0,1027,8.51819e-01
HEU,1,0,1029,8.29533e-01
HEU,1,0,1031,8.07065e-01
HEU,1,0,1033,7.85536e-01
HEU,1,0,1035,7.64298e-01
HEU,1,0,1037,7.44012e-01
HEU,1,0,1039,7.24797e-01
HEU,1,0,1041,7.06371e-01
HEU,1,0,1043,6.89184e-01
HEU,1,0,1045,6.73349e-01
HEU,1,0,1047,6.58662e-01
HEU,1,0,1049,6.45243e-01
HEU,1,0,1051,6.33114e-01
HEU,1,0,1053,6.22282e-01
HEU,1,0,1055,6.12432e-01
HEU,1,0,1057,6.03870e-01
HEU,1,0,1059,5.96358e-01
HEU,1,0,1061,5.89644e-01
HEU,1,0,1063,5.83933e-01
HEU,1,0,1065,5.78805e-01
HEU,1,0,1067,5.74370e-01
HEU,1,0,1069,5.70784e-01
HEU,1,0,1071,5.67395e-01
HEU,1,0,1073,5.64467e-01
HEU,1,0,1075,5.61819e-01
HEU,1,0,1077,5.59381e-01
HEU,1,0,1079,5.57053e-01
HEU,1,0,1081,5.54889e-01
HEU,1,0,1083,5.52693e-01
HEU,1,0,1085,5.50549e-01
HEU,1,0,1087,5.48084e-01
HEU,1,0,1089,5.45806e-01
HEU,1,0,1091,5.43255e-01
HEU,1,0,1093,5.40689e-01
HEU,1,0,1095,5.37924e-01
HEU,1,0,1097,5.34998e-01
HEU,1,0,1099,5.31915e-01
HEU,1,0,1101,5.28973e-01
HEU,1,0,1103,5.25374e-01
HEU,1,0,1105,5.22150e-01
HEU,1,0,1107,5.18744e-01
HEU,1,0,1109,5.15171e-01
HEU,1,0,1111,5.11505e-01
HEU,1,0,1113,5.07949e-01
HEU,1,0,1115,5.04369e-01
HEU,1,0,1117,5.00624e-01
HEU,1,0,1119,4.97313e-01
HEU,1,0,1121,4.93619e-01
HEU,1,0,1123,4.90189e-01
HEU,1,0,1125,4.86997e-01
HEU,1,0,1127,4.83556e-01
HEU,1,0,1129,4.80389e-01
HEU,1,0,1131,4.77333e-01
HEU,1,0,1133,4.74396e-01
HEU,1,0,1135,4.71582e-01
HEU,1,0,1137,4.68905e-01
HEU,1,0,1139,4.66329e-01
HEU,1,0,1141,4.63916e-01
HEU,1,0,1143,4.61638e-01
HEU,1,0,1145,4.59474e-01
HEU,1,0,1147,4.57441e-01
HEU,1,0,1149,4.55540e-01
HEU,1,0,1151,4.53752e-01
HEU,1,0,1153,4.52124e-01
HEU,1,0,1155,4.50554e-01
HEU,1,0,1157,4.49130e-01
HEU,1,0,1159,4.47826e-01
HEU,1,0,1161,4.46613e-01
HEU,1,0,1163,4.45449e-01
HEU,1,0,1165,4.44434e-01
HEU,1,0,1167,4.43463e-01
HEU,1,0,1169,4.42595e-01
HEU,1,0,1171,4.41799e-01
HEU,1,0,1173,4.41038e-01
HEU,1,0,1175,4.40355e-01
HEU,1,0,1177,4.39750e-01
HEU,1,0,1179,4.39167e-01
HEU,1,0,1181,4.38626e-01
HEU,1,0,1183,4.38144e-01
HEU,1,0,1185,4.37687e-01
HEU,1,0,1187,4.37234e-01
HEU,1,0,1189,4.36845e-01
HEU,1,0,1191,4.36442e-01
HEU,1,0,1193,4.36082e-01
HEU,1,0,1195,4.35706e-01
HEU,1,0,1197,4.35366e-01
HEU,1,0,1199,4.35013e-01
HEU,1,0,1201,4.34644e-01
HEU,1,0,1203,4.34318e-01
HEU,1,0,1205,4.33940e-01
HEU,1,0,1207,4.33554e-01
HEU,1,0,1209,4.33190e-01
HEU,1,0,1211,4.32767e-01
HEU,1,0,1213,4.32344e-01
HEU,1,0,1215,4.31894e-01
HEU,1,0,1217,4.31441e-01
HEU,1,0,1219,4.30968e-01
HEU,1,0,1221,4.30465e-01
HEU,1,0,1223,4.29939e-01
HEU,1,0,1225,4.29398e-01
HEU,1,0,1227,4.28836e-01
HEU,1,0,1229,4.28225e-01
HEU,1,0,1231,4.27600e-01
HEU,1,0,1233,4.26938e-01
HEU,1,0,1235,4.26262e-01
HEU,1,0,1237,4.25560e-01
HEU,1,0,1239,4.24837e-01
HEU,1,0,1241,4.24088e-01
HEU,1,0,1243,4.23320e-01
HEU,1,0,1245,4.22536e-01
HEU,1,0,1247,4.21746e-01
HEU,1,0,1249,4.20938e-01
HEU,1,0,1251,4.20113e-01
HEU,1,0,1253,4.19282e-01
HEU,1,0,1255,4.18447e-01
HEU,1,0,1257,4.17597e-01
HEU,1,0,1259,4.16741e-01
HEU,1,0,1261,4.15882e-01
HEU,1,0,1263,4.15025e-01
HEU,1,0,1265,4.14180e-01
HEU,1,0,1267,4.13342e-01
HEU,1,0,1269,4.12509e-01
HEU,1,0,1271,4.11680e-01
HEU,1,0,1273,4.10867e-01
HEU,1,0,1275,4.10064e-01
HEU,1,0,1277,4.09279e-01
HEU,1,0,1279,4.08512e-01
HEU,1,0,1281,4.07752e-01
HEU,1,0,1283,4.07021e-01
HEU,1,0,1285,4.06293e-01
HEU,1,0,1287,4.05601e-01
HEU,1,0,1289,4.04922e-01
HEU,1,0,1291,4.04274e-01
HEU,1,0,1293,4.03633e-01
HEU,1,0,1295,4.03022e-01
HEU,1,0,1297,4.02442e-01
HEU,1,0,1299,4.01891e-01
HEU,1,0,1301,4.01356e-01
HEU,1,0,1303,4.00846e-01
HEU,1,0,1305,4.00354e-01
HEU,1,0,1307,3.99897e-01
HEU,1,0,1309,3.99475e-01
HEU,1,0,1311,3.99073e-01
HEU,1,0,1313,3.98697e-01
HEU,1,0,1315,3.98355e-01
HEU,1,0,1317,3.98044e-01
HEU,1,0,1319,3.97755e-01
HEU,1,0,1321,3.97492e-01
HEU,1,0,1323,3.97256e-01
HEU,1,0,1325,3.97061e-01
HEU,1,0,1327,3.96879e-01
HEU,1,0,1329,3.96729e-01
HEU,1,0,1331,3.96596e-01
HEU,1,0,1333,3.96496e-01
HEU,1,0,1335,3.96415e-01
HEU,1,0,1337,3.96354e-01
HEU,1,0,1339,3.96315e-01
HEU,1,0,1341,3.96289e-01
HEU,1,0,1343,3.96286e-01
HEU,1,0,1345,3.96299e-01
HEU,1,0,1347,3.96327e-01
HEU,1,0,1349,3.96345e-01
HEU,1,0,1351,3.96384e-01
HEU,1,0,1353,3.96427e-01
HEU,1,0,1355,3.96488e-01
HEU,1,0,1357,3.96518e-01
HEU,1,0,1359,3.96567e-01
HEU,1,0,1361,3.96611e-01
HEU,1,0,1363,3.96635e-01
HEU,1,0,1365,3.96643e-01
HEU,1,0,1367,3.96645e-01
HEU,1,0,1369,3.96622e-01
HEU,1,0,1371,3.96605e-01
HEU,1,0,1373,3.96557e-01
HEU,1,0,1375,3.96489e-01
HEU,1,0,1377,3.96385e-01
HEU,1,0,1379,3.96261e-01
HEU,1,0,1381,3.96116e-01
HEU,1,0,1383,3.95945e-01
HEU,1,0,1385,3.95740e-01
HEU,1,0,1387,3.95508e-01
HEU,1,0,1389,3.95248e-01
HEU,1,0,1391,3.94946e-01
HEU,1,0,1393,3.94630e-01
HEU,1,0,1395,3.94285e-01
HEU,1,0,1397,3.93901e-01
HEU,1,0,1399,3.93488e-01
HEU,1,0,1401,3.93044e-01
HEU,1,0,1403,3.92588e-01
HEU,1,0,1405,3.92105e-01
HEU,1,0,1407,3.91600e-01
HEU,1,0,1409,3.91068e-01
HEU,1,0,1411,3.90541e-01
HEU,1,0,1413,3.89985e-01
HEU,1,0,1415,3.89416e-01
HEU,1,0,1417,3.88859e-01
HEU,1,0,1419,3.88297e-01
HEU,1,0,1421,3.87770e-01
HEU,1,0,1423,3.87140e-01
HEU,1,0,1425,3.86578e-01
HEU,1,0,1427,3.86025e-01
HEU,1,0,1429,3.85519e-01
HEU,1,0,1431,3.85002e-01
HEU,1,0,1433,3.84463e-01
HEU,1,0,1435,3.84065e-01
HEU,1,0,1437,3.83569e-01
HEU,1,0,1439,3.83210e-01
HEU,1,0,1441,3.82844e-01
HEU,1,0,1443,3.82544e-01
HEU,1,0,1445,3.82261e-01
HEU,1,0,1447,3.82088e-01
HEU,1,0,1449,3.81844e-01
HEU,1,0,1451,3.81764e-01
HEU,1,0,1453,3.81678e-01
HEU,1,0,1455,3.81715e-01
HEU,1,0,1457,3.81756e-01
HEU,1,0,1459,3.81877e-01
HEU,1,0,1461,3.82114e-01
HEU,1,0,1463,3.82304e-01
HEU,1,0,1465,3.82664e-01
HEU,1,0,1467,3.83007e-01
HEU,1,0,1469,3.83525e-01
HEU,1,0,1471,3.84069e-01
HEU,1,0,1473,3.84578e-01
HEU,1,0,1475,3.85235e-01
HEU,1,0,1477,3.85925e-01
HEU,1,0,1479,3.86714e-01
HEU,1,0,1481,3.87544e-01
HEU,1,0,1483,3.88371e-01
HEU,1,0,1485,3.89277e-01
HEU,1,0,1487,3.90350e-01
HEU,1,0,1489,3.91369e-01
HEU,1,0,1491,3.92456e-01
HEU,1,0,1493,3.93596e-01
HEU,1,0,1495,3.94843e-01
HEU,1,0,1497,3.96055e-01
HEU,1,0,1499,3.97460e-01
HEU,1,0,1501,3.98811e-01
HEU,1,0,1503,4.00296e-01
HEU,1,0,1505,4.01802e-01
HEU,1,0,1507,4.03401e-01
HEU,1,0,1509,4.05112e-01
HEU,1,0,1511,4.06809e-01
HEU,1,0,1513,4.08746e-01
HEU,1,0,1515,4.10724e-01
HEU,1,0,1517,4.12801e-01
HEU,1,0,1519,4.14954e-01
HEU,1,0,1521,4.17399e-01
HEU,1,0,1523,4.19795e-01
HEU,1,0,1525,4.22512e-01
HEU,1,0,1527,4.25263e-01
HEU,1,0,1529,4.28229e-01
